<<<<<<< HEAD
,index,detail_id,order_id,dishes_id,dishes_name,itemis_add,counts,amounts,place_order_time,add_inprice,picture_file,emp_id,order_day,sales,weekday
4881,2102,6701,770,609963,盘蟹蒸蛋,0,1.0,55.0,2016-08-16 21:14:00,0,caipu/102003.jpg,1094,16,55.0,一
4882,2103,6235,727,610049,爆炒双丝,0,1.0,35.0,2016-08-16 21:17:00,0,caipu/301003.jpg,1198,16,35.0,一
4883,2104,6241,727,609989,青岛啤酒罐装,0,1.0,7.0,2016-08-16 21:19:00,0,caipu/403004.jpg,1198,16,7.0,一
4884,2105,6238,727,609983,干锅田鸡,0,1.0,88.0,2016-08-16 21:19:00,0,caipu/205003.jpg,1198,16,88.0,一
4885,2106,6702,770,609950,大蒜苋菜,0,1.0,30.0,2016-08-16 21:20:00,0,caipu/303001.jpg,1094,16,30.0,一
4886,2107,6703,770,609944,水煮鱼,0,1.0,65.0,2016-08-16 21:21:00,0,caipu/103005.jpg,1094,16,65.0,一
4887,2108,6705,770,609939,香菇鸡肉粥,0,1.0,15.0,2016-08-16 21:22:00,0,caipu/602005.jpg,1094,16,15.0,一
4888,2109,6243,727,609990,特醇嘉士伯啤酒罐装,0,1.0,6.0,2016-08-16 21:23:00,0,caipu/403005.jpg,1198,16,6.0,一
4889,2110,6247,727,609936,皮蛋瘦肉粥,0,1.0,16.0,2016-08-16 21:23:00,0,caipu/602002.jpg,1198,16,16.0,一
4890,2111,6250,727,610010,白饭/小碗,0,1.0,1.0,2016-08-16 21:24:00,0,caipu/601004.jpg,1198,16,1.0,一
4891,2112,6706,770,610010,白饭/小碗,0,2.0,1.0,2016-08-16 21:25:00,0,caipu/601004.jpg,1094,16,2.0,一
4892,2113,6707,770,609942,辣炒鱿鱼,0,1.0,58.0,2016-08-16 21:27:00,0,caipu/103003.jpg,1094,16,58.0,一
4893,2114,1105,196,609961,姜葱炒花蟹,0,1.0,45.0,2016-08-17 11:33:00,0,caipu/102001.jpg,1545,17,45.0,二
4894,2115,1106,196,610040,海带结豆腐汤,0,1.0,30.0,2016-08-17 11:35:00,0,caipu/105004.jpg,1545,17,30.0,二
4895,2116,1107,196,609980,三丝鳝鱼,0,1.0,55.0,2016-08-17 11:36:00,0,caipu/106005.jpg,1545,17,55.0,二
4896,2117,1110,196,609991,"香烤牛排
",0,1.0,55.0,2016-08-17 11:37:00,0,caipu/201001.jpg,1545,17,55.0,二
4897,2118,1109,196,610026,玉竹南北杏鸭腿汤,0,1.0,35.0,2016-08-17 11:37:00,0,caipu/204009.jpg,1545,17,35.0,二
4898,2119,1112,196,610023,啤酒鸭,0,1.0,48.0,2016-08-17 11:39:00,0,caipu/204006.jpg,1545,17,48.0,二
4899,2120,1114,196,610012,香菇鹌鹑蛋,0,1.0,39.0,2016-08-17 11:41:00,0,caipu/302001.jpg,1545,17,39.0,二
4900,2121,1113,196,610048,拌土豆丝,0,1.0,25.0,2016-08-17 11:41:00,0,caipu/301002.jpg,1545,17,25.0,二
4901,2122,1115,196,610031,糖醋蕃茄溜青花,0,1.0,33.0,2016-08-17 11:43:00,0,caipu/304005.jpg,1545,17,33.0,二
4902,2123,1118,196,610052,黄油曲奇饼干,0,1.0,16.0,2016-08-17 11:44:00,0,caipu/501001.jpg,1545,17,16.0,二
4903,2124,1119,196,610011,白饭/大碗,0,1.0,10.0,2016-08-17 11:47:00,0,caipu/601005.jpg,1545,17,10.0,二
4904,2125,1075,195,610041,凉拌海带豆芽紫菜,0,1.0,35.0,2016-08-17 11:47:00,0,caipu/105005.jpg,1252,17,35.0,二
4905,2126,1077,195,610020,"泡椒凤爪
",0,1.0,58.0,2016-08-17 11:48:00,0,caipu/204003.jpg,1252,17,58.0,二
4906,2127,1079,195,609981,桂圆枸杞鸽子汤,0,1.0,48.0,2016-08-17 11:48:00,0,caipu/205001.jpg,1252,17,48.0,二
4907,2128,1121,196,609938,小米南瓜粥,0,1.0,13.0,2016-08-17 11:48:00,0,caipu/602004.jpg,1545,17,13.0,二
4908,2129,1078,195,609944,水煮鱼,0,1.0,65.0,2016-08-17 11:48:00,0,caipu/103005.jpg,1252,17,65.0,二
4909,2130,1080,195,609985,三色凉拌手撕兔,0,1.0,66.0,2016-08-17 11:48:00,0,caipu/205005.jpg,1252,17,66.0,二
4910,2131,1122,196,609936,皮蛋瘦肉粥,0,1.0,16.0,2016-08-17 11:49:00,0,caipu/602002.jpg,1545,17,16.0,二
4911,2132,1083,195,610066,辣炒田螺,0,1.0,35.0,2016-08-17 11:50:00,0,caipu/104005.jpg,1252,17,35.0,二
4912,2133,1081,195,610063,蒜香辣花甲,0,1.0,45.0,2016-08-17 11:50:00,0,caipu/104002.jpg,1252,17,45.0,二
4913,2134,1084,195,609991,"香烤牛排
",0,1.0,55.0,2016-08-17 11:52:00,0,caipu/201001.jpg,1252,17,55.0,二
4914,2135,1085,195,609931,焖猪手,0,1.0,58.0,2016-08-17 11:52:00,0,caipu/203002.jpg,1252,17,58.0,二
4915,2136,1088,195,610030,番茄有机花菜,0,1.0,32.0,2016-08-17 11:53:00,0,caipu/304004.jpg,1252,17,32.0,二
4916,2137,1087,195,609953,凉拌菠菜,0,1.0,27.0,2016-08-17 11:53:00,0,caipu/303004.jpg,1252,17,27.0,二
4917,2138,1086,195,610014,金玉良缘,0,1.0,30.0,2016-08-17 11:53:00,0,caipu/302003.jpg,1252,17,30.0,二
4918,2139,1104,195,610035,黄尾袋鼠西拉子红葡萄酒,0,1.0,46.0,2016-08-17 11:54:00,0,caipu/402004.jpg,1252,17,46.0,二
4919,2140,1103,195,610033,"张裕葡萄酒张裕赤霞珠干红
",0,1.0,32.0,2016-08-17 11:54:00,0,caipu/402002.jpg,1252,17,32.0,二
4920,2141,1101,195,610011,白饭/大碗,0,2.0,10.0,2016-08-17 11:54:00,0,caipu/601005.jpg,1252,17,20.0,二
4921,2142,2712,397,609969,香辣腐乳炒虾,0,1.0,56.0,2016-08-17 12:41:00,0,caipu/101004.jpg,1347,17,56.0,二
4922,2143,2716,397,609931,焖猪手,0,1.0,58.0,2016-08-17 12:43:00,0,caipu/203002.jpg,1347,17,58.0,二
4923,2144,2720,397,609958,"香辣爆羊肝


",0,1.0,28.0,2016-08-17 12:45:00,0,caipu/202004.jpg,1347,17,28.0,二
4924,2145,2723,397,609968,油焖麻辣虾,0,1.0,65.0,2016-08-17 12:49:00,0,caipu/101003.jpg,1347,17,65.0,二
4925,2146,2725,397,609972,核桃葡萄干土司,0,1.0,19.0,2016-08-17 12:50:00,0,caipu/502002.jpg,1347,17,19.0,二
4926,2147,2728,397,609960,白胡椒胡萝卜羊肉汤,0,1.0,35.0,2016-08-17 12:52:00,0,caipu/202006.jpg,1347,17,35.0,二
4927,2148,2730,397,609941,清蒸海鱼,0,1.0,78.0,2016-08-17 12:55:00,0,caipu/103002.jpg,1347,17,78.0,二
4928,2149,2731,397,609932,爆炒猪肝,0,1.0,68.0,2016-08-17 12:57:00,0,caipu/203003.jpg,1347,17,68.0,二
4929,2150,2732,397,610008,五色糯米饭(七色),0,1.0,35.0,2016-08-17 12:58:00,0,caipu/601002.jpg,1347,17,35.0,二
4930,2151,2734,397,609934,芹菜炒腰花,0,1.0,18.0,2016-08-17 12:59:00,0,caipu/203005.jpg,1347,17,18.0,二
4931,2152,1918,304,610025,番茄蛋汤,0,1.0,25.0,2016-08-17 13:16:00,0,caipu/204008.jpg,1468,17,25.0,二
4932,2153,1922,304,610048,拌土豆丝,0,1.0,25.0,2016-08-17 13:16:00,0,caipu/301002.jpg,1468,17,25.0,二
4933,2154,1915,304,609970,麻辣小龙虾,0,1.0,99.0,2016-08-17 13:16:00,0,caipu/101006.jpg,1468,17,99.0,二
4934,2155,1924,304,609986,哈尔滨啤酒罐装,0,2.0,7.0,2016-08-17 13:19:00,0,caipu/403001.jpg,1468,17,14.0,二
4935,2156,1923,304,609953,凉拌菠菜,0,1.0,27.0,2016-08-17 13:19:00,0,caipu/303004.jpg,1468,17,27.0,二
4936,2157,1925,304,610011,白饭/大碗,0,1.0,10.0,2016-08-17 13:21:00,0,caipu/601005.jpg,1468,17,10.0,二
4937,2158,2753,401,609968,油焖麻辣虾,0,1.0,65.0,2016-08-17 13:31:00,0,caipu/101003.jpg,1456,17,65.0,二
4938,2159,2757,401,609934,芹菜炒腰花,0,1.0,18.0,2016-08-17 13:33:00,0,caipu/203005.jpg,1456,17,18.0,二
4939,2160,2760,401,609933,自制猪肉脯,0,1.0,48.0,2016-08-17 13:35:00,0,caipu/203004.jpg,1456,17,48.0,二
4940,2161,2766,401,609930,豌豆薯仔猪骨汤,0,1.0,39.0,2016-08-17 13:39:00,0,caipu/203001.jpg,1456,17,39.0,二
4941,2162,2770,401,610010,白饭/小碗,0,2.0,1.0,2016-08-17 13:42:00,0,caipu/601004.jpg,1456,17,2.0,二
4942,2163,2801,404,609970,麻辣小龙虾,0,1.0,99.0,2016-08-17 13:58:00,0,caipu/101006.jpg,1169,17,99.0,二
4943,2164,2805,404,609946,谷稻小庄 ,0,1.0,38.0,2016-08-17 13:59:00,0,caipu/404002.jpg,1169,17,38.0,二
4944,2165,2802,404,609941,清蒸海鱼,0,1.0,78.0,2016-08-17 13:59:00,0,caipu/103002.jpg,1169,17,78.0,二
4945,2166,2807,404,609952,美妙绝伦之白莲花,0,1.0,29.0,2016-08-17 14:00:00,0,caipu/303003.jpg,1169,17,29.0,二
4946,2167,2806,404,609950,大蒜苋菜,0,1.0,30.0,2016-08-17 14:00:00,0,caipu/303001.jpg,1169,17,30.0,二
4947,2168,2813,404,609975,一品香酥藕,0,1.0,10.0,2016-08-17 14:00:00,0,caipu/502005.jpg,1169,17,10.0,二
4948,2169,2820,404,610017,酸辣藕丁,0,1.0,33.0,2016-08-17 14:01:00,0,caipu/302006.jpg,1169,17,33.0,二
4949,2170,2822,404,610028,培根花菜,0,1.0,35.0,2016-08-17 14:02:00,0,caipu/304002.jpg,1169,17,35.0,二
4950,2171,2826,404,610040,海带结豆腐汤,0,1.0,30.0,2016-08-17 14:03:00,0,caipu/105004.jpg,1169,17,30.0,二
4951,2172,2833,404,610058,超人气广式肠粉,0,1.0,18.0,2016-08-17 14:03:00,0,caipu/604002.jpg,1169,17,18.0,二
4952,2173,2855,404,609993,百里香奶油烤红酒牛肉,0,1.0,178.0,2016-08-17 14:03:00,0,caipu/111.jpg,1169,17,178.0,二
4953,2174,2861,404,610034,法国波尔多AOC干红葡萄酒原,0,1.0,159.0,2016-08-17 14:03:00,0,caipu/402003.jpg,1169,17,159.0,二
4954,2175,2867,404,610038,芝麻烤紫菜,0,1.0,25.0,2016-08-17 14:06:00,0,caipu/105002.jpg,1169,17,25.0,二
4955,2176,2870,404,610011,白饭/大碗,0,1.0,10.0,2016-08-17 14:06:00,0,caipu/601005.jpg,1169,17,10.0,二
4956,2177,2873,404,609936,皮蛋瘦肉粥,0,1.0,16.0,2016-08-17 14:07:00,0,caipu/602002.jpg,1169,17,16.0,二
4957,2178,6013,707,609968,油焖麻辣虾,0,1.0,65.0,2016-08-17 18:10:00,0,caipu/101003.jpg,1107,17,65.0,二
4958,2179,6015,707,609957,"蒙古烤羊腿


",0,4.0,48.0,2016-08-17 18:11:00,0,caipu/202003.jpg,1107,17,192.0,二
4959,2180,6014,707,609932,爆炒猪肝,0,1.0,68.0,2016-08-17 18:11:00,0,caipu/203003.jpg,1107,17,68.0,二
4960,2181,6016,707,609978,爆炒鳝碌,0,1.0,55.0,2016-08-17 18:11:00,0,caipu/106003.jpg,1107,17,55.0,二
4961,2182,6017,707,609966,芝士烩波士顿龙虾,0,1.0,175.0,2016-08-17 18:13:00,0,caipu/101001.jpg,1107,17,175.0,二
4962,2183,6018,707,609991,"香烤牛排


",0,1.0,55.0,2016-08-17 18:14:00,0,caipu/201001.jpg,1107,17,55.0,二
4963,2184,6019,707,610022,杭椒鸡珍,0,1.0,58.0,2016-08-17 18:15:00,0,caipu/204005.jpg,1107,17,58.0,二
4964,2185,6020,707,610071, 42度海之蓝,0,3.0,99.0,2016-08-17 18:16:00,0,caipu/401004.jpg,1107,17,297.0,二
4965,2186,6253,729,609961,姜葱炒花蟹,0,1.0,45.0,2016-08-17 18:16:00,0,caipu/102001.jpg,1372,17,45.0,二
4966,2187,6021,707,609930,豌豆薯仔猪骨汤,0,2.0,39.0,2016-08-17 18:16:00,0,caipu/203001.jpg,1107,17,78.0,二
4967,2188,6263,729,609994,"独家薄荷鲜虾牛肉卷


",0,1.0,45.0,2016-08-17 18:17:00,0,caipu/201004.jpg,1372,17,45.0,二
4968,2189,6273,729,610012,香菇鹌鹑蛋,0,1.0,39.0,2016-08-17 18:17:00,0,caipu/302001.jpg,1372,17,39.0,二
4969,2190,6276,729,609953,凉拌菠菜,0,1.0,27.0,2016-08-17 18:17:00,0,caipu/303004.jpg,1372,17,27.0,二
4970,2191,6268,729,609958,"香辣爆羊肝


",0,1.0,28.0,2016-08-17 18:17:00,0,caipu/202004.jpg,1372,17,28.0,二
4971,2192,3777,494,610064,花蛤蒸蛋,0,1.0,37.0,2016-08-17 18:18:00,0,caipu/104003.jpg,1310,17,37.0,二
4972,2193,6023,707,610055,葡萄奶酥(超酥香的饼干),0,1.0,9.0,2016-08-17 18:18:00,0,caipu/501004.jpg,1107,17,9.0,二
4973,2194,6279,729,609949,意文柠檬汁 ,0,1.0,13.0,2016-08-17 18:18:00,0,caipu/404005.jpg,1372,17,13.0,二
4974,2195,6022,707,610010,白饭/小碗,0,8.0,1.0,2016-08-17 18:18:00,0,caipu/601004.jpg,1107,17,8.0,二
4975,2196,3780,494,610038,芝麻烤紫菜,0,1.0,25.0,2016-08-17 18:19:00,0,caipu/105002.jpg,1310,17,25.0,二
4976,2197,6281,729,610054,不加一滴油的酸奶蛋糕,0,1.0,7.0,2016-08-17 18:19:00,0,caipu/501003.jpg,1372,17,7.0,二
4977,2198,6280,729,610053,蛋挞,0,1.0,8.0,2016-08-17 18:19:00,0,caipu/501002.jpg,1372,17,8.0,二
4978,2199,3784,494,609960,白胡椒胡萝卜羊肉汤,0,1.0,35.0,2016-08-17 18:20:00,0,caipu/202006.jpg,1310,17,35.0,二
4979,2200,6290,729,610010,白饭/小碗,0,1.0,1.0,2016-08-17 18:20:00,0,caipu/601004.jpg,1372,17,1.0,二
4980,2201,6287,729,610011,白饭/大碗,0,1.0,10.0,2016-08-17 18:20:00,0,caipu/601005.jpg,1372,17,10.0,二
4981,2202,3787,494,610054,不加一滴油的酸奶蛋糕,0,1.0,7.0,2016-08-17 18:21:00,0,caipu/501003.jpg,1310,17,7.0,二
4982,2203,3785,494,610051,凉拌萝卜丝,0,1.0,20.0,2016-08-17 18:21:00,0,caipu/301005.jpg,1310,17,20.0,二
4983,2204,6293,729,609998,清爽拌凉面,0,1.0,15.0,2016-08-17 18:21:00,0,caipu/603002.jpg,1372,17,15.0,二
4984,2205,3790,494,610011,白饭/大碗,0,1.0,10.0,2016-08-17 18:21:00,0,caipu/601005.jpg,1310,17,10.0,二
4985,2206,3792,494,609957,"蒙古烤羊腿


",0,1.0,48.0,2016-08-17 18:23:00,0,caipu/202003.jpg,1310,17,48.0,二
4986,2207,3796,494,609958,"香辣爆羊肝


",0,1.0,28.0,2016-08-17 18:26:00,0,caipu/202004.jpg,1310,17,28.0,二
4987,2208,3794,494,609936,皮蛋瘦肉粥,0,1.0,16.0,2016-08-17 18:26:00,0,caipu/602002.jpg,1310,17,16.0,二
4988,2209,3800,494,609961,姜葱炒花蟹,0,1.0,45.0,2016-08-17 18:26:00,0,caipu/102001.jpg,1310,17,45.0,二
4989,2210,3803,494,609937,冰糖红豆薏米粥,0,1.0,15.0,2016-08-17 18:27:00,0,caipu/602003.jpg,1310,17,15.0,二
4990,2211,3808,494,610012,香菇鹌鹑蛋,0,1.0,39.0,2016-08-17 18:27:00,0,caipu/302001.jpg,1310,17,39.0,二
4991,2212,3812,494,610047,西瓜胡萝卜沙拉,0,1.0,26.0,2016-08-17 18:28:00,0,caipu/301001.jpg,1310,17,26.0,二
4992,2213,3814,494,609946,谷稻小庄 ,0,1.0,38.0,2016-08-17 18:29:00,0,caipu/404002.jpg,1310,17,38.0,二
4993,2214,3816,494,610018,"照烧鸡腿


",0,1.0,16.0,2016-08-17 18:30:00,0,caipu/204001.jpg,1310,17,16.0,二
4994,2215,3989,513,609933,自制猪肉脯,0,1.0,48.0,2016-08-17 18:35:00,0,caipu/203004.jpg,1166,17,48.0,二
4995,2216,3988,513,610017,酸辣藕丁,0,1.0,33.0,2016-08-17 18:35:00,0,caipu/302006.jpg,1166,17,33.0,二
4996,2217,3986,513,609967,香酥两吃大虾,0,1.0,89.0,2016-08-17 18:35:00,0,caipu/101002.jpg,1166,17,89.0,二
4997,2218,3987,513,609993,百里香奶油烤红酒牛肉,0,1.0,178.0,2016-08-17 18:35:00,0,caipu/111.jpg,1166,17,178.0,二
4998,2219,3990,513,609953,凉拌菠菜,0,1.0,27.0,2016-08-17 18:37:00,0,caipu/303004.jpg,1166,17,27.0,二
4999,2220,3992,513,609983,干锅田鸡,0,1.0,88.0,2016-08-17 18:37:00,0,caipu/205003.jpg,1166,17,88.0,二
5000,2221,3993,513,609984,重庆特色油烧兔,0,1.0,69.0,2016-08-17 18:37:00,0,caipu/205004.jpg,1166,17,69.0,二
5001,2222,3994,513,610069,50度古井贡酒,0,1.0,90.0,2016-08-17 18:37:00,0,caipu/401002.jpg,1166,17,90.0,二
5002,2223,3991,513,609980,三丝鳝鱼,0,1.0,55.0,2016-08-17 18:37:00,0,caipu/106005.jpg,1166,17,55.0,二
5003,2224,3997,513,610010,白饭/小碗,0,1.0,1.0,2016-08-17 18:39:00,0,caipu/601004.jpg,1166,17,1.0,二
5004,2225,3995,513,610008,五色糯米饭(七色),0,1.0,35.0,2016-08-17 18:39:00,0,caipu/601002.jpg,1166,17,35.0,二
5005,2226,3996,513,609949,意文柠檬汁 ,0,1.0,13.0,2016-08-17 18:39:00,0,caipu/404005.jpg,1166,17,13.0,二
5006,2227,3998,513,609931,焖猪手,0,1.0,58.0,2016-08-17 18:40:00,0,caipu/203002.jpg,1166,17,58.0,二
5007,2228,4046,520,609931,焖猪手,0,1.0,58.0,2016-08-17 18:42:00,0,caipu/203002.jpg,1099,17,58.0,二
5008,2229,4045,520,610064,花蛤蒸蛋,0,1.0,37.0,2016-08-17 18:42:00,0,caipu/104003.jpg,1099,17,37.0,二
5009,2230,4047,520,610016,五彩藕苗,0,1.0,35.0,2016-08-17 18:50:00,0,caipu/302005.jpg,1099,17,35.0,二
5010,2231,4048,520,610031,糖醋蕃茄溜青花,0,1.0,33.0,2016-08-17 18:52:00,0,caipu/304005.jpg,1099,17,33.0,二
5011,2232,4049,520,609951,炝炒大白菜,0,1.0,29.0,2016-08-17 18:53:00,0,caipu/303002.jpg,1099,17,29.0,二
5012,2233,4050,520,610068,38度剑南春 ,0,1.0,80.0,2016-08-17 18:54:00,0,caipu/401001.jpg,1099,17,80.0,二
5013,2234,3674,482,609967,香酥两吃大虾,0,1.0,89.0,2016-08-17 18:55:00,0,caipu/101002.jpg,1120,17,89.0,二
5014,2235,3679,482,609970,麻辣小龙虾,0,1.0,99.0,2016-08-17 18:56:00,0,caipu/101006.jpg,1120,17,99.0,二
5015,2236,4051,520,610011,白饭/大碗,0,1.0,10.0,2016-08-17 18:56:00,0,caipu/601005.jpg,1099,17,10.0,二
5016,2237,3682,482,609941,清蒸海鱼,0,1.0,78.0,2016-08-17 18:57:00,0,caipu/103002.jpg,1120,17,78.0,二
5017,2238,3690,482,610019,白斩鸡,0,1.0,88.0,2016-08-17 18:59:00,0,caipu/204002.jpg,1120,17,88.0,二
5018,2239,3685,482,609992,"番茄炖牛腩


",0,1.0,35.0,2016-08-17 18:59:00,0,caipu/201002.jpg,1120,17,35.0,二
5019,2240,3695,482,609982,"五香酱驴肉


",0,1.0,52.0,2016-08-17 19:01:00,0,caipu/205002.jpg,1120,17,52.0,二
5020,2241,3691,482,610022,杭椒鸡珍,0,1.0,58.0,2016-08-17 19:01:00,0,caipu/204005.jpg,1120,17,58.0,二
5021,2242,3692,482,610023,啤酒鸭,0,1.0,48.0,2016-08-17 19:01:00,0,caipu/204006.jpg,1120,17,48.0,二
5022,2243,3701,482,610044,木须豌豆,0,1.0,32.0,2016-08-17 19:02:00,0,caipu/305003.jpg,1120,17,32.0,二
5023,2244,3697,482,610030,番茄有机花菜,0,1.0,32.0,2016-08-17 19:02:00,0,caipu/304004.jpg,1120,17,32.0,二
5024,2245,3703,482,610029,黄花菜炒木耳,0,1.0,35.0,2016-08-17 19:04:00,0,caipu/304003.jpg,1120,17,35.0,二
5025,2246,3706,482,609973,紫薯面包卷,0,1.0,20.0,2016-08-17 19:04:00,0,caipu/502003.jpg,1120,17,20.0,二
5026,2247,3712,482,610008,五色糯米饭(七色),0,1.0,35.0,2016-08-17 19:05:00,0,caipu/601002.jpg,1120,17,35.0,二
5027,2248,3711,482,609946,谷稻小庄 ,0,1.0,38.0,2016-08-17 19:05:00,0,caipu/404002.jpg,1120,17,38.0,二
5028,2249,3709,482,610003,蒜香包,0,1.0,13.0,2016-08-17 19:05:00,0,caipu/503002.jpg,1120,17,13.0,二
5029,2250,3708,482,609932,爆炒猪肝,0,1.0,68.0,2016-08-17 19:05:00,0,caipu/203003.jpg,1120,17,68.0,二
5030,2251,3716,482,609997,打卤面,0,1.0,26.0,2016-08-17 19:05:00,0,caipu/603001.jpg,1120,17,26.0,二
5031,2252,3718,482,609998,清爽拌凉面,0,1.0,15.0,2016-08-17 19:07:00,0,caipu/603002.jpg,1120,17,15.0,二
5032,2253,4099,528,610062,蒜蓉生蚝,0,1.0,49.0,2016-08-17 19:14:00,0,caipu/104001.jpg,1033,17,49.0,二
5033,2254,4100,528,609940,清蒸蝶鱼,0,1.0,56.0,2016-08-17 19:15:00,0,caipu/103001.jpg,1033,17,56.0,二
5034,2255,4101,528,609955,红酒炖羊肉,0,1.0,108.0,2016-08-17 19:15:00,0,caipu/202001.jpg,1033,17,108.0,二
5035,2256,4102,528,610028,培根花菜,0,1.0,35.0,2016-08-17 19:17:00,0,caipu/304002.jpg,1033,17,35.0,二
5036,2257,4103,528,609952,美妙绝伦之白莲花,0,1.0,29.0,2016-08-17 19:18:00,0,caipu/303003.jpg,1033,17,29.0,二
5037,2258,4104,528,610048,拌土豆丝,0,1.0,25.0,2016-08-17 19:24:00,0,caipu/301002.jpg,1033,17,25.0,二
5038,2259,4105,528,610013,番茄炖秋葵,0,1.0,35.0,2016-08-17 19:26:00,0,caipu/302002.jpg,1033,17,35.0,二
5039,2260,4106,528,610072,53度茅台,0,1.0,128.0,2016-08-17 19:27:00,0,caipu/401005.jpg,1033,17,128.0,二
5040,2261,4107,528,610011,白饭/大碗,0,1.0,10.0,2016-08-17 19:31:00,0,caipu/601005.jpg,1033,17,10.0,二
5041,2262,4836,597,609970,麻辣小龙虾,0,1.0,99.0,2016-08-17 19:32:00,0,caipu/101006.jpg,1545,17,99.0,二
5042,2263,4837,597,609937,冰糖红豆薏米粥,0,1.0,15.0,2016-08-17 19:33:00,0,caipu/602003.jpg,1545,17,15.0,二
5043,2264,4838,597,609933,自制猪肉脯,0,1.0,48.0,2016-08-17 19:34:00,0,caipu/203004.jpg,1545,17,48.0,二
5044,2265,4839,597,609949,意文柠檬汁 ,0,1.0,13.0,2016-08-17 19:37:00,0,caipu/404005.jpg,1545,17,13.0,二
5045,2266,4840,597,609944,水煮鱼,0,1.0,65.0,2016-08-17 19:38:00,0,caipu/103005.jpg,1545,17,65.0,二
5046,2267,4842,597,609998,清爽拌凉面,0,1.0,15.0,2016-08-17 19:41:00,0,caipu/603002.jpg,1545,17,15.0,二
5047,2268,4841,597,610004,南瓜芝士包,0,1.0,10.0,2016-08-17 19:41:00,0,caipu/503003.jpg,1545,17,10.0,二
5048,2269,4843,597,609999,鱼香肉丝拌面,0,1.0,18.0,2016-08-17 19:42:00,0,caipu/603003.jpg,1545,17,18.0,二
5049,2270,4844,597,610011,白饭/大碗,0,1.0,10.0,2016-08-17 19:43:00,0,caipu/601005.jpg,1545,17,10.0,二
5050,2271,6194,724,609970,麻辣小龙虾,0,1.0,99.0,2016-08-17 19:53:00,0,caipu/101006.jpg,1130,17,99.0,二
5051,2272,6197,724,609962,倒立蒸梭子蟹,0,1.0,169.0,2016-08-17 19:54:00,0,caipu/102002.jpg,1130,17,169.0,二
5052,2273,6199,724,610050,番茄甘蓝,0,1.0,33.0,2016-08-17 19:54:00,0,caipu/301004.jpg,1130,17,33.0,二
5053,2274,6202,724,610012,香菇鹌鹑蛋,0,1.0,39.0,2016-08-17 19:55:00,0,caipu/302001.jpg,1130,17,39.0,二
5054,2275,6208,724,610014,金玉良缘,0,1.0,30.0,2016-08-17 19:56:00,0,caipu/302003.jpg,1130,17,30.0,二
5055,2276,6204,724,610047,西瓜胡萝卜沙拉,0,1.0,26.0,2016-08-17 19:56:00,0,caipu/301001.jpg,1130,17,26.0,二
5056,2277,6215,724,610008,五色糯米饭(七色),0,1.0,35.0,2016-08-17 19:58:00,0,caipu/601002.jpg,1130,17,35.0,二
5057,2278,6213,724,609974,南瓜枸杞小饼干,0,1.0,19.0,2016-08-17 19:58:00,0,caipu/502004.jpg,1130,17,19.0,二
5058,2279,6212,724,609972,核桃葡萄干土司,0,1.0,19.0,2016-08-17 19:58:00,0,caipu/502002.jpg,1130,17,19.0,二
5059,2280,6217,724,610007,桂圆肉红豆八宝饭,0,1.0,39.0,2016-08-17 19:59:00,0,caipu/601001.jpg,1130,17,39.0,二
5060,2281,6220,724,610001,土豆西红柿汤面,0,1.0,13.0,2016-08-17 19:59:00,0,caipu/603005.jpg,1130,17,13.0,二
5061,2282,6218,724,609935,山药养生粥,0,1.0,19.0,2016-08-17 19:59:00,0,caipu/602001.jpg,1130,17,19.0,二
5062,2283,6221,724,610034,法国波尔多AOC干红葡萄酒原,0,1.0,159.0,2016-08-17 20:00:00,0,caipu/402003.jpg,1130,17,159.0,二
5063,2284,6224,724,609946,谷稻小庄 ,0,1.0,38.0,2016-08-17 20:01:00,0,caipu/404002.jpg,1130,17,38.0,二
5064,2285,6228,724,609955,红酒炖羊肉,0,1.0,108.0,2016-08-17 20:02:00,0,caipu/202001.jpg,1130,17,108.0,二
5065,2286,3776,495,609967,香酥两吃大虾,0,1.0,89.0,2016-08-17 20:15:00,0,caipu/101002.jpg,1149,17,89.0,二
5066,2287,3778,495,609941,清蒸海鱼,0,1.0,78.0,2016-08-17 20:16:00,0,caipu/103002.jpg,1149,17,78.0,二
5067,2288,3779,495,609945,农夫山泉NFC果汁100%橙汁,0,2.0,6.0,2016-08-17 20:18:00,0,caipu/404001.jpg,1149,17,12.0,二
5068,2289,3782,495,609947, 北冰洋汽水 ,0,1.0,5.0,2016-08-17 20:24:00,0,caipu/404003.jpg,1149,17,5.0,二
5069,2290,3783,495,609949,意文柠檬汁 ,0,2.0,13.0,2016-08-17 20:24:00,0,caipu/404005.jpg,1149,17,26.0,二
5070,2291,3781,495,609956,孜然羊排,0,2.0,88.0,2016-08-17 20:24:00,0,caipu/202002.jpg,1149,17,176.0,二
5071,2292,5252,632,610013,番茄炖秋葵,0,1.0,35.0,2016-08-17 20:26:00,0,caipu/302002.jpg,1440,17,35.0,二
5072,2293,5254,632,610027,清炒菊花菜,0,1.0,30.0,2016-08-17 20:30:00,0,caipu/304001.jpg,1440,17,30.0,二
5073,2294,5253,632,610049,爆炒双丝,0,1.0,35.0,2016-08-17 20:30:00,0,caipu/301003.jpg,1440,17,35.0,二
5074,2295,5255,632,610010,白饭/小碗,0,3.0,1.0,2016-08-17 20:30:00,0,caipu/601004.jpg,1440,17,3.0,二
